PRODUCT_ID	EDITOR_RATING	MIN_PRICE	ALL_RATINGS	EDITOR	THE_GOOD	THE_BAD	THE_BOTTOM_LINE
33946404	Overall score: 6.4 (3.0 stars)	$104.99	{'performance': 7.0, 'design': 6.0, 'features': 7.0, 'image quality': 6.0}	Joshua Goldman	The <b>Samsung DualView TL205</b> has a second LCD up front and an angled bottom to make self-portraits a snap.	The Samsung DualView TL205 feels cheaply made and produces mediocre low-light photos.	The <b>Samsung DualView TL205</b> has a second LCD up front and an angled bottom to make self-portraits a snap.
34469000	Overall score: 7.7 (3.5 stars)	$599.00	{'performance': 7.0, 'design': 8.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	The <b>E-PL2</b> delivers excellent photo quality, with an extremely customizable interface.	Performance has improved, but the E-PL2 still couldn't be classified as fast overall.	A great interchangeable-lens model if you're looking for better photo quality and/or a more advanced feature set than your current point-and-shoot offers, the Olympus PEN E-PL2 still doesn't satisfy for photographing active kids and pets.
34503783	Overall score: 7.7 (3.5 stars)	$598.00	{'performance': 7.0, 'design': 8.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	The <b>E-PL2</b> delivers excellent photo quality, with an extremely customizable interface.	Performance has improved, but the E-PL2 still couldn't be classified as fast overall.	A great interchangeable-lens model if you're looking for better photo quality and/or a more advanced feature set than your current point-and-shoot offers, the Olympus PEN E-PL2 still doesn't satisfy for photographing active kids and pets.
34534976	Overall score: 7.7 (3.5 stars)		{'performance': 7.0, 'design': 8.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	The <b>E-PL2</b> delivers excellent photo quality, with an extremely customizable interface.	Performance has improved, but the E-PL2 still couldn't be classified as fast overall.	A great interchangeable-lens model if you're looking for better photo quality and/or a more advanced feature set than your current point-and-shoot offers, the Olympus PEN E-PL2 still doesn't satisfy for photographing active kids and pets.
34535005	Overall score: 7.7 (3.5 stars)		{'performance': 7.0, 'design': 8.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	The <b>E-PL2</b> delivers excellent photo quality, with an extremely customizable interface.	Performance has improved, but the E-PL2 still couldn't be classified as fast overall.	A great interchangeable-lens model if you're looking for better photo quality and/or a more advanced feature set than your current point-and-shoot offers, the Olympus PEN E-PL2 still doesn't satisfy for photographing active kids and pets.
34504864	Overall score: 7.7 (3.5 stars)	$703.98	{'performance': 7.0, 'design': 8.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	The <b>E-PL2</b> delivers excellent photo quality, with an extremely customizable interface.	Performance has improved, but the E-PL2 still couldn't be classified as fast overall.	A great interchangeable-lens model if you're looking for better photo quality and/or a more advanced feature set than your current point-and-shoot offers, the Olympus PEN E-PL2 still doesn't satisfy for photographing active kids and pets.
34469027	Overall score: 7.7 (3.5 stars)	$599.00	{'performance': 7.0, 'design': 8.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	The <b>E-PL2</b> delivers excellent photo quality, with an extremely customizable interface.	Performance has improved, but the E-PL2 still couldn't be classified as fast overall.	A great interchangeable-lens model if you're looking for better photo quality and/or a more advanced feature set than your current point-and-shoot offers, the Olympus PEN E-PL2 still doesn't satisfy for photographing active kids and pets.
34469028	Overall score: 7.7 (3.5 stars)		{'performance': 7.0, 'design': 8.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	The <b>E-PL2</b> delivers excellent photo quality, with an extremely customizable interface.	Performance has improved, but the E-PL2 still couldn't be classified as fast overall.	A great interchangeable-lens model if you're looking for better photo quality and/or a more advanced feature set than your current point-and-shoot offers, the Olympus PEN E-PL2 still doesn't satisfy for photographing active kids and pets.
34505755	Overall score: 7.8 (3.5 stars)	$199.95	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	The Panasonic Lumix DMC-ZS10 has fast shooting performance and an extensive feature set.	The Panasonic Lumix DMC-ZS10 has a near-pointless touch screen; no raw capture option; noisy photos; and a short battery life.	The Panasonic Lumix DMC-ZS10 is a very good compact megazoom, as long as you don't mind paying more for features and speedy performance than photo quality.
34505718	Overall score: 7.8 (3.5 stars)	$196.99	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	The Panasonic Lumix DMC-ZS10 has fast shooting performance and an extensive feature set.	The Panasonic Lumix DMC-ZS10 has a near-pointless touch screen; no raw capture option; noisy photos; and a short battery life.	The Panasonic Lumix DMC-ZS10 is a very good compact megazoom, as long as you don't mind paying more for features and speedy performance than photo quality.
34505713	Overall score: 7.8 (3.5 stars)	$204.82	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	The Panasonic Lumix DMC-ZS10 has fast shooting performance and an extensive feature set.	The Panasonic Lumix DMC-ZS10 has a near-pointless touch screen; no raw capture option; noisy photos; and a short battery life.	The Panasonic Lumix DMC-ZS10 is a very good compact megazoom, as long as you don't mind paying more for features and speedy performance than photo quality.
34505728	Overall score: 7.8 (3.5 stars)	$193.89	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	The Panasonic Lumix DMC-ZS10 has fast shooting performance and an extensive feature set.	The Panasonic Lumix DMC-ZS10 has a near-pointless touch screen; no raw capture option; noisy photos; and a short battery life.	The Panasonic Lumix DMC-ZS10 is a very good compact megazoom, as long as you don't mind paying more for features and speedy performance than photo quality.
34505716	Overall score: 7.8 (3.5 stars)	$218.88	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	The Panasonic Lumix DMC-ZS10 has fast shooting performance and an extensive feature set.	The Panasonic Lumix DMC-ZS10 has a near-pointless touch screen; no raw capture option; noisy photos; and a short battery life.	The Panasonic Lumix DMC-ZS10 is a very good compact megazoom, as long as you don't mind paying more for features and speedy performance than photo quality.
33966378	Overall score: 5.6 (2.5 stars)	$259.00	{'performance': 5.0, 'design': 6.0, 'features': 6.0, 'image quality': 5.0}	Joshua Goldman	2GB of built-in storage; one-touch movie recording; full, searchable user manual stored in camera.	Soft, noisy photos above ISO 200; long shutter lag; ineffective image stabilization; no electronic viewfinder; poor battery life.	If you care more about having a long lens at a low price than photo quality or manual controls, the Olympus SP-800UZ is an option.
34176601	Overall score: 7.7 (3.5 stars)	$269.99	{'performance': 7.0, 'design': 8.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	A nice set of shooting-focused features; optical viewfinder and built-in neutral density filter; very good photo quality for its class; comfortable, relatively streamlined shooting design.	Relatively slow raw shooting.	The Coolpix P7000 is a fine camera that lots of enthusiasts will appreciate for its smart shooting design, interesting feature set, and worthy photo quality.
34168141	Overall score: 7.3 (3.5 stars)	$399.99	{'performance': 7.0, 'design': 8.0, 'features': 8.0, 'image quality': 6.0}	Joshua Goldman	Excellent feature set and shooting options for the money; nice design; great battery life.	JPEG photo quality tanks at ISO 400; menu system can get confusing.	The Panasonic Lumix DMC-FZ40 is a solid megazoom, but its low-light photos need extra attention.
33984466	Overall score: 5.8 (2.5 stars)	$89.99	{'performance': 6.0, 'design': 6.0, 'features': 5.0, 'image quality': 6.0}	Joshua Goldman	Three-inch LCD; attractive; pleasing color in photos under the right conditions.	Mediocre lens quality; too little control over camera; poor low-light shooting performance.	The Nikon Coolpix L22 looks good for its price, but there isn't much to like below the surface.
33984127	Overall score: 5.8 (2.5 stars)		{'performance': 6.0, 'design': 6.0, 'features': 5.0, 'image quality': 6.0}	Joshua Goldman	Three-inch LCD; attractive; pleasing color in photos under the right conditions.	Mediocre lens quality; too little control over camera; poor low-light shooting performance.	The Nikon Coolpix L22 looks good for its price, but there isn't much to like below the surface.
33984136	Overall score: 5.8 (2.5 stars)	$187.00	{'performance': 6.0, 'design': 6.0, 'features': 5.0, 'image quality': 6.0}	Joshua Goldman	Three-inch LCD; attractive; pleasing color in photos under the right conditions.	Mediocre lens quality; too little control over camera; poor low-light shooting performance.	The Nikon Coolpix L22 looks good for its price, but there isn't much to like below the surface.
33984387	Overall score: 5.8 (2.5 stars)	$107.55	{'performance': 6.0, 'design': 6.0, 'features': 5.0, 'image quality': 6.0}	Joshua Goldman	Three-inch LCD; attractive; pleasing color in photos under the right conditions.	Mediocre lens quality; too little control over camera; poor low-light shooting performance.	The Nikon Coolpix L22 looks good for its price, but there isn't much to like below the surface.
34176638	Overall score: 7.7 (3.5 stars)	$439.00	{'performance': 7.0, 'design': 8.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	Optical viewfinder; articulated LCD; built-in neutral-density filter; very good photo quality for its class.	Shot-to-shot performance still a little sluggish; some annoying controls.	Relatively unchanged from its predecessor, save the addition of 720p video, the Canon PowerShot G12 remains a very good, more-or-less compact model, designed to please photo enthusiasts.
34182669	Overall score: 8.1 (4.0 stars)	$899.99	{'performance': 8.0, 'design': 8.0, 'features': 9.0, 'image quality': 7.0}	Lori Grunin	Excellent video quality; articulating display with generally good touch-screen interface; variable frame-rate movie mode.	Annoying AVCHD-imposed limitations for video; no way to lock AF area on touch screen; middling battery life.	It's speedy, feature-packed, and an excellent ILC for shooting video, but to consistently get really good photos out of the Panasonic Lumix DMC-GH2 requires shooting raw.
34182648	Overall score: 8.1 (4.0 stars)	$1,199.00	{'performance': 8.0, 'design': 8.0, 'features': 9.0, 'image quality': 7.0}	Lori Grunin	Excellent video quality; articulating display with generally good touch-screen interface; variable frame-rate movie mode.	Annoying AVCHD-imposed limitations for video; no way to lock AF area on touch screen; middling battery life.	It's speedy, feature-packed, and an excellent ILC for shooting video, but to consistently get really good photos out of the Panasonic Lumix DMC-GH2 requires shooting raw.
34182661	Overall score: 8.1 (4.0 stars)	$999.00	{'performance': 8.0, 'design': 8.0, 'features': 9.0, 'image quality': 7.0}	Lori Grunin	Excellent video quality; articulating display with generally good touch-screen interface; variable frame-rate movie mode.	Annoying AVCHD-imposed limitations for video; no way to lock AF area on touch screen; middling battery life.	It's speedy, feature-packed, and an excellent ILC for shooting video, but to consistently get really good photos out of the Panasonic Lumix DMC-GH2 requires shooting raw.
34182631	Overall score: 8.1 (4.0 stars)	$897.99	{'performance': 8.0, 'design': 8.0, 'features': 9.0, 'image quality': 7.0}	Lori Grunin	Excellent video quality; articulating display with generally good touch-screen interface; variable frame-rate movie mode.	Annoying AVCHD-imposed limitations for video; no way to lock AF area on touch screen; middling battery life.	It's speedy, feature-packed, and an excellent ILC for shooting video, but to consistently get really good photos out of the Panasonic Lumix DMC-GH2 requires shooting raw.
33966385	Overall score: 6.2 (3.0 stars)	$204.00	{'performance': 5.0, 'design': 7.0, 'features': 6.0, 'image quality': 6.0}	Joshua Goldman	Nice features, design for its price; 1GB of built-in storage; one-touch movie recording.	Soft, noisy photos above ISO 200; long shutter lag; ineffective image stabilization.	The Olympus SP-600UZ is easy on your wallet for a megazoom, but its photos and performance require a lot of compromise.
34157106	Overall score: 8.1 (4.0 stars)	$899.00	{'performance': 9.0, 'design': 7.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	Very fast; articulated display; excellent video quality and options.	Some annoying interface conventions.	The Canon EOS 60D is in many ways a great camera: fast, feature-packed, and with excellent photo and video quality. Some annoying aspects of its control layout dim its shine a little, however, so try before you buy.
34157253	Overall score: 8.1 (4.0 stars)	$985.09	{'performance': 9.0, 'design': 7.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	Very fast; articulated display; excellent video quality and options.	Some annoying interface conventions.	The Canon EOS 60D is in many ways a great camera: fast, feature-packed, and with excellent photo and video quality. Some annoying aspects of its control layout dim its shine a little, however, so try before you buy.
34536688	Overall score: 8.1 (4.0 stars)	$1,299.00	{'performance': 9.0, 'design': 7.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	Very fast; articulated display; excellent video quality and options.	Some annoying interface conventions.	The Canon EOS 60D is in many ways a great camera: fast, feature-packed, and with excellent photo and video quality. Some annoying aspects of its control layout dim its shine a little, however, so try before you buy.
34182242	Overall score: 7.8 (3.5 stars)	$199.95	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Excellent shooting performance; great LCD; stereo mic; 10x zoom in an attractive compact body.	Soft photos on either side of ISO 200; white balance is a little off; no manual or semimanual shooting modes.	With fast performance, good photos, and an excellent feature-to-price ratio, the Nikon Coolpix S8100 is a compact megazoom worth considering.
34182240	Overall score: 7.8 (3.5 stars)	$199.99	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Excellent shooting performance; great LCD; stereo mic; 10x zoom in an attractive compact body.	Soft photos on either side of ISO 200; white balance is a little off; no manual or semimanual shooting modes.	With fast performance, good photos, and an excellent feature-to-price ratio, the Nikon Coolpix S8100 is a compact megazoom worth considering.
34182245	Overall score: 7.8 (3.5 stars)	$199.99	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Excellent shooting performance; great LCD; stereo mic; 10x zoom in an attractive compact body.	Soft photos on either side of ISO 200; white balance is a little off; no manual or semimanual shooting modes.	With fast performance, good photos, and an excellent feature-to-price ratio, the Nikon Coolpix S8100 is a compact megazoom worth considering.
34150249	Overall score: 8.0 (4.0 stars)	$469.00	{'performance': 8.0, 'design': 8.0, 'features': 9.0, 'image quality': 7.0}	Joshua Goldman	Outstanding feature set and shooting options; fast shooting performance.	Menu system can get confusing; JPEG photo quality tanks at ISO 400.	As long as you're willing to work with raw image files, the Panasonic Lumix DMC-FZ100 is one of the best full-size megazooms you can get.
34168061	Overall score: 7.0 (3.5 stars)	$243.88	{'performance': 6.0, 'design': 7.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Good looking; excellent feature set.	Slippery, small body; touch interface is a little laggy.	Sony packs a lot of features into the ultracompact Cyber-shot DSC-T99, but if you don't need or want the touch screen there are better values to be had.
34168063	Overall score: 7.0 (3.5 stars)	$169.00	{'performance': 6.0, 'design': 7.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Good looking; excellent feature set.	Slippery, small body; touch interface is a little laggy.	Sony packs a lot of features into the ultracompact Cyber-shot DSC-T99, but if you don't need or want the touch screen there are better values to be had.
34168062	Overall score: 7.0 (3.5 stars)	$179.98	{'performance': 6.0, 'design': 7.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Good looking; excellent feature set.	Slippery, small body; touch interface is a little laggy.	Sony packs a lot of features into the ultracompact Cyber-shot DSC-T99, but if you don't need or want the touch screen there are better values to be had.
34168066	Overall score: 7.0 (3.5 stars)		{'performance': 6.0, 'design': 7.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Good looking; excellent feature set.	Slippery, small body; touch interface is a little laggy.	Sony packs a lot of features into the ultracompact Cyber-shot DSC-T99, but if you don't need or want the touch screen there are better values to be had.
34168064	Overall score: 7.0 (3.5 stars)		{'performance': 6.0, 'design': 7.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Good looking; excellent feature set.	Slippery, small body; touch interface is a little laggy.	Sony packs a lot of features into the ultracompact Cyber-shot DSC-T99, but if you don't need or want the touch screen there are better values to be had.
34180830	Overall score: 8.5 (4.0 stars)	$1,374.00	{'performance': 9.0, 'design': 9.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	Excellent performance for its class; great viewfinder; control locations and operations streamlined over previous Nikon dSLRs; double SDXC-compatible card slots.	No 1080/30p video.	An excellent dSLR for experienced shooters or Nikon professionals looking for a relatively cheap option, the Nikon D7000 delivers on almost all counts, including the company's best shooting design to date.
34180875	Overall score: 8.5 (4.0 stars)	$1,499.00	{'performance': 9.0, 'design': 9.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	Excellent performance for its class; great viewfinder; control locations and operations streamlined over previous Nikon dSLRs; double SDXC-compatible card slots.	No 1080/30p video.	An excellent dSLR for experienced shooters or Nikon professionals looking for a relatively cheap option, the Nikon D7000 delivers on almost all counts, including the company's best shooting design to date.
34336498	Overall score: 8.5 (4.0 stars)	$1,646.95	{'performance': 9.0, 'design': 9.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	Excellent performance for its class; great viewfinder; control locations and operations streamlined over previous Nikon dSLRs; double SDXC-compatible card slots.	No 1080/30p video.	An excellent dSLR for experienced shooters or Nikon professionals looking for a relatively cheap option, the Nikon D7000 delivers on almost all counts, including the company's best shooting design to date.
34027380	Overall score: 6.6 (3.0 stars)	$109.95	{'performance': 6.0, 'design': 7.0, 'features': 7.0, 'image quality': 6.0}	Joshua Goldman	Nice design, features, and photo quality for price.	Long shot-to-shot times; short battery life.	The budget-friendly Casio Exilim EX-S7 offers a slim design and a better-than-basic feature set, and its photo quality is good for the price, too.
34027386	Overall score: 6.4 (3.0 stars)	$115.00	{'performance': 6.0, 'design': 7.0, 'features': 7.0, 'image quality': 5.0}	Joshua Goldman	Nice design and features for price.	Photo quality drops significantly above ISO 200; short battery life.	The Casio Exilim EX-Z35 is a cheap, but not cheap-looking ultracompact for decent photos and video in bright lighting.
34027382	Overall score: 6.4 (3.0 stars)	$139.99	{'performance': 6.0, 'design': 7.0, 'features': 7.0, 'image quality': 5.0}	Joshua Goldman	Nice design and features for price.	Photo quality drops significantly above ISO 200; short battery life.	The Casio Exilim EX-Z35 is a cheap, but not cheap-looking ultracompact for decent photos and video in bright lighting.
34027385	Overall score: 6.4 (3.0 stars)	$135.00	{'performance': 6.0, 'design': 7.0, 'features': 7.0, 'image quality': 5.0}	Joshua Goldman	Nice design and features for price.	Photo quality drops significantly above ISO 200; short battery life.	The Casio Exilim EX-Z35 is a cheap, but not cheap-looking ultracompact for decent photos and video in bright lighting.
34027383	Overall score: 6.4 (3.0 stars)		{'performance': 6.0, 'design': 7.0, 'features': 7.0, 'image quality': 5.0}	Joshua Goldman	Nice design and features for price.	Photo quality drops significantly above ISO 200; short battery life.	The Casio Exilim EX-Z35 is a cheap, but not cheap-looking ultracompact for decent photos and video in bright lighting.
34027384	Overall score: 6.4 (3.0 stars)		{'performance': 6.0, 'design': 7.0, 'features': 7.0, 'image quality': 5.0}	Joshua Goldman	Nice design and features for price.	Photo quality drops significantly above ISO 200; short battery life.	The Casio Exilim EX-Z35 is a cheap, but not cheap-looking ultracompact for decent photos and video in bright lighting.
34154912	Overall score: 7.8 (3.5 stars)	$698.00	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 7.0}	Lori Grunin	Fast, especially for burst shooting; articulating display; relatively straightforward, streamlined interface; really nice virtual-level implementation.	Poor battery life; limited manual video-capture controls.	Expensive and probably a bit large for the typical point-and-shoot upgrader, the Sony Alpha SLT-A55V nevertheless delivers the performance and photo quality boost those shooters are expecting.
34165092	Overall score: 7.8 (3.5 stars)	$798.00	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 7.0}	Lori Grunin	Fast, especially for burst shooting; articulating display; relatively straightforward, streamlined interface; really nice virtual-level implementation.	Poor battery life; limited manual video-capture controls.	Expensive and probably a bit large for the typical point-and-shoot upgrader, the Sony Alpha SLT-A55V nevertheless delivers the performance and photo quality boost those shooters are expecting.
33948071	Overall score: 7.0 (3.5 stars)	$74.99	{'performance': 7.0, 'design': 7.0, 'features': 7.0, 'image quality': 7.0}	Joshua Goldman	Wide-angle lens with 8x zoom in a compact body; larger than average LCD; easy photo, video sharing directly from the camera; Mini-HDMI output.	Button design can make use tricky; always starts in auto mode.	The Kodak EasyShare M580 is a solid value for snapshooters in need of a versatile lens in a pocketable package.
33948070	Overall score: 7.0 (3.5 stars)	$70.00	{'performance': 7.0, 'design': 7.0, 'features': 7.0, 'image quality': 7.0}	Joshua Goldman	Wide-angle lens with 8x zoom in a compact body; larger than average LCD; easy photo, video sharing directly from the camera; Mini-HDMI output.	Button design can make use tricky; always starts in auto mode.	The Kodak EasyShare M580 is a solid value for snapshooters in need of a versatile lens in a pocketable package.
33948069	Overall score: 7.0 (3.5 stars)	$141.99	{'performance': 7.0, 'design': 7.0, 'features': 7.0, 'image quality': 7.0}	Joshua Goldman	Wide-angle lens with 8x zoom in a compact body; larger than average LCD; easy photo, video sharing directly from the camera; Mini-HDMI output.	Button design can make use tricky; always starts in auto mode.	The Kodak EasyShare M580 is a solid value for snapshooters in need of a versatile lens in a pocketable package.
34155825	Overall score: 7.4 (3.5 stars)	$159.00	{'performance': 6.0, 'design': 8.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Lots of automatic shooting options; very good burst shooting; nicely designed.	Short battery life; average shooting performance; narrow lens.	The Canon PowerShot SD4500 IS delivers a long lens in an ultracompact body, as well as nice low-light photos and full HD movies--it just doesn't do it for very long without a recharge.
34167832	Overall score: 7.2 (3.5 stars)	$135.00	{'performance': 6.0, 'design': 7.0, 'features': 8.0, 'image quality': 8.0}	Joshua Goldman	Excellent photo quality, features for its class; semimanual, manual shooting modes; uses AA-size batteries.	Slow shooting performance; bulky, heavy body.	The budget-friendly Canon PowerShot SX130 IS is a solid, compact megazoom for those who prize creative control and photo quality more than fast shooting performance or a small, lightweight design.
34145669	Overall score: 8.0 (4.0 stars)		{'performance': 7.0, 'design': 9.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Outstanding design; excellent feature set and shooting options for its class.	Short battery life; no optical or mechanical image stabilization.	The well-designed Pentax Optio W90 offers up very good photos and performance at a reasonable price for a rugged pocket camera.
33980429	Overall score: 8.0 (4.0 stars)		{'performance': 7.0, 'design': 9.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Outstanding design; excellent feature set and shooting options for its class.	Short battery life; no optical or mechanical image stabilization.	The well-designed Pentax Optio W90 offers up very good photos and performance at a reasonable price for a rugged pocket camera.
33980428	Overall score: 8.0 (4.0 stars)		{'performance': 7.0, 'design': 9.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Outstanding design; excellent feature set and shooting options for its class.	Short battery life; no optical or mechanical image stabilization.	The well-designed Pentax Optio W90 offers up very good photos and performance at a reasonable price for a rugged pocket camera.
34150870	Overall score: 7.4 (3.5 stars)	$596.95	{'performance': 7.0, 'design': 8.0, 'features': 7.0, 'image quality': 8.0}	Lori Grunin	Excellent photo quality; well-laid-out controls; interesting, user-friendly Guide mode; full manual controls in video capture.	Smallish viewfinder; slower than the competition; no bracketing.	A very good entry-level dSLR, the Nikon D3100 delivers excellent photo quality in a body that's streamlined for experienced photographers, but relatively unintimidating for the less advanced. Its only weakness is performance; though solid, it nevertheless lags behind the competition.
34150871	Overall score: 7.4 (3.5 stars)	$769.95	{'performance': 7.0, 'design': 8.0, 'features': 7.0, 'image quality': 8.0}	Lori Grunin	Excellent photo quality; well-laid-out controls; interesting, user-friendly Guide mode; full manual controls in video capture.	Smallish viewfinder; slower than the competition; no bracketing.	A very good entry-level dSLR, the Nikon D3100 delivers excellent photo quality in a body that's streamlined for experienced photographers, but relatively unintimidating for the less advanced. Its only weakness is performance; though solid, it nevertheless lags behind the competition.
34377230	Overall score: 7.4 (3.5 stars)	$269.00	{'performance': 7.0, 'design': 8.0, 'features': 7.0, 'image quality': 8.0}	Lori Grunin	Excellent photo quality; well-laid-out controls; interesting, user-friendly Guide mode; full manual controls in video capture.	Smallish viewfinder; slower than the competition; no bracketing.	A very good entry-level dSLR, the Nikon D3100 delivers excellent photo quality in a body that's streamlined for experienced photographers, but relatively unintimidating for the less advanced. Its only weakness is performance; though solid, it nevertheless lags behind the competition.
34863245	Overall score: 7.4 (3.5 stars)	$1,186.95	{'performance': 7.0, 'design': 8.0, 'features': 7.0, 'image quality': 8.0}	Lori Grunin	Excellent photo quality; well-laid-out controls; interesting, user-friendly Guide mode; full manual controls in video capture.	Smallish viewfinder; slower than the competition; no bracketing.	A very good entry-level dSLR, the Nikon D3100 delivers excellent photo quality in a body that's streamlined for experienced photographers, but relatively unintimidating for the less advanced. Its only weakness is performance; though solid, it nevertheless lags behind the competition.
34176641	Overall score: 7.0 (3.5 stars)	$389.00	{'performance': 6.0, 'design': 7.0, 'features': 8.0, 'image quality': 7.0}	Joshua Goldman	Flexible lens range; excellent image stabilization; features for every kind of user.	Generally soft, noisy photos at full size; overall slow performance; no raw capture.	The Canon PowerShot SX30 IS is a point-and-shoot camera with a 35x zoom lens. As long as you're not expecting much more than that, it's a very good megazoom.
33939621	Overall score: 7.4 (3.5 stars)	$189.25	{'performance': 7.0, 'design': 8.0, 'features': 7.0, 'image quality': 7.0}	Joshua Goldman	Easy to use; flexible lens in a compact metal body; very good value for features, performance, and photo quality.	Feature set might be too basic for some.	Panasonic's Lumix DMC-FH20 is a very good value for anyone in need of a basic point-and-shoot with a midrange zoom.
33984362	Overall score: 7.4 (3.5 stars)	$199.00	{'performance': 7.0, 'design': 8.0, 'features': 7.0, 'image quality': 7.0}	Joshua Goldman	Easy to use; flexible lens in a compact metal body; very good value for features, performance, and photo quality.	Feature set might be too basic for some.	Panasonic's Lumix DMC-FH20 is a very good value for anyone in need of a basic point-and-shoot with a midrange zoom.
33976426	Overall score: 7.4 (3.5 stars)	$249.99	{'performance': 7.0, 'design': 8.0, 'features': 7.0, 'image quality': 7.0}	Joshua Goldman	Easy to use; flexible lens in a compact metal body; very good value for features, performance, and photo quality.	Feature set might be too basic for some.	Panasonic's Lumix DMC-FH20 is a very good value for anyone in need of a basic point-and-shoot with a midrange zoom.
33976427	Overall score: 7.4 (3.5 stars)	$149.99	{'performance': 7.0, 'design': 8.0, 'features': 7.0, 'image quality': 7.0}	Joshua Goldman	Easy to use; flexible lens in a compact metal body; very good value for features, performance, and photo quality.	Feature set might be too basic for some.	Panasonic's Lumix DMC-FH20 is a very good value for anyone in need of a basic point-and-shoot with a midrange zoom.
33976425	Overall score: 7.4 (3.5 stars)		{'performance': 7.0, 'design': 8.0, 'features': 7.0, 'image quality': 7.0}	Joshua Goldman	Easy to use; flexible lens in a compact metal body; very good value for features, performance, and photo quality.	Feature set might be too basic for some.	Panasonic's Lumix DMC-FH20 is a very good value for anyone in need of a basic point-and-shoot with a midrange zoom.
34139138	Overall score: 8.0 (4.0 stars)	$359.00	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	Excellent raw photo quality; sharp, bright lens; compact but comfortable design; broad manual shooting feature set.	JPEG processing should be better.	Despite its shortcomings, notably its weak JPEG processing, the Panasonic Lumix DMC-LX5 delivers an excellent all-around shooting experience--fastest in its class, full featured, and capable of shooting some very nice photos.
34139137	Overall score: 8.0 (4.0 stars)	$339.00	{'performance': 8.0, 'design': 8.0, 'features': 8.0, 'image quality': 8.0}	Lori Grunin	Excellent raw photo quality; sharp, bright lens; compact but comfortable design; broad manual shooting feature set.	JPEG processing should be better.	Despite its shortcomings, notably its weak JPEG processing, the Panasonic Lumix DMC-LX5 delivers an excellent all-around shooting experience--fastest in its class, full featured, and capable of shooting some very nice photos.
34147091	Overall score: 8.0 (4.0 stars)	$184.99	{'performance': 8.0, 'design': 8.0, 'features': 9.0, 'image quality': 7.0}	Joshua Goldman	Speedy shooting performance; slim, stylish design; plenty of fun, useful features; very good low-light photo quality for its class.	Soft photos, videos; poor battery life; 3D photos are of limited use.	As long as image softness doesn't bother you, the fast-shooting Sony Cyber-shot DSC-TX9 is a quite capable camera for taking photos under a variety of conditions without much effort from the user.
34147094	Overall score: 8.0 (4.0 stars)	$331.07	{'performance': 8.0, 'design': 8.0, 'features': 9.0, 'image quality': 7.0}	Joshua Goldman	Speedy shooting performance; slim, stylish design; plenty of fun, useful features; very good low-light photo quality for its class.	Soft photos, videos; poor battery life; 3D photos are of limited use.	As long as image softness doesn't bother you, the fast-shooting Sony Cyber-shot DSC-TX9 is a quite capable camera for taking photos under a variety of conditions without much effort from the user.
